0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-1.732578137117695,0.5275659282843789,1.0005306447706963,-0.05833057598939717,0.8644982180656376,2.621089897019499,0.313500194763461,-0.5769118494306887,-0.5851370589994633,-0.919341360543979,-0.006281153976255364,-0.23510842316242594,-1.222226200149904,CL5,CL2,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
-1.7307433522145452,-0.12885369966625784,-0.9994696366638344,2.0931998643694283,0.8644982180656376,-0.04376411642601626,-0.6797641127542551,1.9444987343912905,1.4416826439492068,0.7633607844369673,-0.14277542163999257,-0.7529764570658336,-0.2205193069152413,CL5,CL2,CL2,CL0,CL6,CL4,CL6,CL3,CL0,CL4,CL0,CL2,CL0,CL2,CL3,CL0,CL4,CL0,CL0
-1.7289085673113955,0.5275659282843789,-0.9994696366638344,-0.05833057598939717,0.8644982180656376,-0.04376411642601626,-0.46830761012466626,0.8076672855492184,-0.8502168502329067,-1.625244913613819,-1.0169022799305423,-1.453650418750379,0.42012928100011476,CL6,CL0,CL0,CL0,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
-1.7270737824082458,-1.123504467580148,1.0005306447706963,1.2291260023178838,0.8644982180656376,-0.04376411642601626,-0.14918868058750995,-0.8082633620475621,-0.018821560914545576,0.5923377957870966,0.586885310127529,-1.453650418750379,-1.222226200149904,CL4,CL0,CL0,CL3,CL5,CL2,CL4,CL2,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL0
-1.7252389975050961,0.5275659282843789,1.0005306447706963,2.0931998643694283,0.8644982180656376,-0.04376411642601626,0.7369944548639903,-1.6378495727641134,-0.4530339260401656,-0.3023288460218378,1.310098362339674,-0.23510842316242594,-0.2205193069152413,CL4,CL1,CL1,CL0,CL6,CL3,CL6,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0,CL2,CL2,CL0,CL0
-1.7234042126019464,2.9119924047978265,1.0005306447706963,-1.2883450669666114,-0.15184214046145292,-0.04376411642601626,-0.6797641127542551,-0.30101489168836465,-1.5609752814144615,2.0457423779980597,1.6357513036155726,-1.453650418750379,-1.6039187810678652,CL2,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
-1.7215694276987967,1.2069776666550622,-0.9994696366638344,1.2291260023178838,-1.322049679280739,-0.04376411642601626,-0.46830761012466626,-1.094990819730338,-0.4530339260401656,-0.3023288460218378,0.9424602977381755,-0.23510842316242594,0.08631693817903077,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
-1.719734642795647,0.5275659282843789,-0.9994696366638344,-1.8256960008447767,0.8644982180656376,-0.04376411642601626,-1.3312004653813243,1.9444987343912905,-0.8502168502329067,-0.3023288460218378,1.6357513036155726,0.19436970104046486,-0.5424679792085276,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
-1.7178998578924973,0.5275659282843789,1.0005306447706963,-0.05833057598939717,-0.15184214046145292,-0.04376411642601626,0.6309855977637158,2.5805198433943226,-0.9797295288102406,0.7633607844369673,1.1375753036301088,-1.453650418750379,-1.6039187810678652,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
-1.7160650729893476,2.0356046714120124,-0.9994696366638344,1.2291260023178838,0.8644982180656376,-0.04376411642601626,-0.2470699915440594,0.003492636729986308,-1.4294745797067834,0.5923377957870966,0.12403617650845877,-1.453650418750379,-0.8750659305582622,CL6,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
-1.714230288086198,-0.12885369966625784,1.0005306447706963,0.4827052425232114,0.8644982180656376,-0.04376411642601626,-1.0554050647952447,0.8076672855492184,-1.12301780200794,-0.7628694658621487,1.8171186132860113,0.19436970104046486,0.08631693817903077,CL5,CL0,CL1,CL0,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL1
-1.7123955031830482,1.2069776666550622,-0.9994696366638344,-0.6394052981156867,-0.9151364734397799,-0.04376411642601626,-1.3312004653813243,0.003492636729986308,0.14253964983173942,-1.9311588498612862,-0.5285131154754791,0.5476254143764053,1.2745834237729534,CL5,CL1,CL0,CL0,CL6,CL4,CL5,CL2,CL0,CL3,CL0,CL0,CL0,CL1,CL0,CL2,CL6,CL0,CL0
-1.7105607182798985,2.0356046714120124,1.0005306447706963,0.4827052425232114,0.8644982180656376,-0.04376411642601626,2.290438104916594,0.16830677239788022,0.4481931858617567,-1.625244913613819,-0.7833117741101809,1.346697865766684,0.08631693817903077,CL5,CL1,CL0,CL4,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL1,CL6,CL0,CL0
-1.7087259333767488,2.0356046714120124,1.0005306447706963,-0.05833057598939717,-0.15184214046145292,-0.04376411642601626,-0.7932691529809245,0.8076672855492184,-0.018821560914545576,0.9444722641494492,3.474272533971941,-0.7529764570658336,-0.8750659305582622,CL1,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
